Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
2021-03-30,US,United States of America,AMRO,46865,29968464,560,544430
2021-03-31,US,United States of America,AMRO,64599,30033063,621,545051
2021-04-01,US,United States of America,AMRO,62713,30095776,838,545889
2021-04-02,US,United States of America,AMRO,68409,30164185,1055,546944
2021-04-03,US,United States of America,AMRO,74507,30238692,940,547884
2021-04-04,US,United States of America,AMRO,65770,30304462,2655,550539
2021-04-05,US,United States of America,AMRO,67554,30372016,852,551391
2021-04-06,US,United States of America,AMRO,41108,30413124,378,551769
2021-04-07,US,United States of America,AMRO,62750,30475874,356,552125
2021-04-08,US,United States of America,AMRO,65126,30541000,803,552928
2021-04-09,US,United States of America,AMRO,74849,30615849,873,553801
2021-04-10,US,United States of America,AMRO,76377,30692226,982,554783
2021-04-11,US,United States of America,AMRO,80631,30772857,929,555712
2021-04-12,US,United States of America,AMRO,67554,30840411,813,556525
2021-04-13,US,United States of America,AMRO,48354,30888765,328,556853
2021-04-14,US,United States of America,AMRO,62801,30951566,587,557440
2021-04-15,US,United States of America,AMRO,78134,31029700,798,558238
2021-04-16,US,United States of America,AMRO,73306,31103006,772,559010
2021-04-17,US,United States of America,AMRO,73932,31176938,937,559947
2021-04-18,US,United States of America,AMRO,73697,31250635,911,560858
2021-04-19,US,United States of America,AMRO,61306,31311941,758,561616
2021-04-20,US,United States of America,AMRO,38084,31350025,305,561921
